Year,Month,Day,Station
2023,01,01,TDEN
2023,01,01,TDTW
2023,01,01,TEWR
2023,01,01,TFLL
2023,01,01,THOU
2023,01,01,TIAD
2023,01,01,TIAH
2023,01,01,TICH
2023,01,01,TIDS
2023,01,01,TJFK
2023,01,01,TJUA
2023,01,01,TLAS
2023,01,01,TLVE
2023,01,01,TMCI
2023,01,01,TMCO
2023,01,01,TMDW
2023,01,01,TMEM
2023,01,01,TMIA
2023,01,01,TMKE
2023,01,01,TMSP
2023,01,01,TMSY
2023,01,01,TOKC
2023,01,01,TORD
2023,01,01,TPHL
2023,01,01,TPHX
2023,01,01,TPIT
2023,01,01,TRDU
2023,01,01,TSDF
2023,01,01,TSJU
2023,01,01,TSLC
2023,01,01,TSTL
2023,01,01,TTPA
2023,01,01,TTUL
2023,01,02,FOP1
2023,01,02,KABR
2023,01,02,KABX
2023,01,02,KAKQ
2023,01,02,KAMA
2023,01,02,KAMX
2023,01,02,KAPX
2023,01,02,KARX
2023,01,02,KATX
2023,01,02,KBBX
2023,01,02,KBGM
2023,01,02,KBHX
2023,01,02,KBIS
2023,01,02,KBLX
2023,01,02,KBMX
2023,01,02,KBOX
2023,01,02,KBRO
2023,01,02,KBUF
2023,01,02,KBYX
2023,01,02,KCAE
2023,01,02,KCBW
2023,01,02,KCBX
2023,01,02,KCCX
2023,01,02,KCLE
2023,01,02,KCLX
2023,01,02,KCRP
2023,01,02,KCXX
2023,01,02,KCYS
2023,01,02,KDAX
2023,01,02,KDDC
2023,01,02,KDFX
2023,01,02,KDGX
2023,01,02,KDIX
2023,01,02,KDLH
2023,01,02,KDMX
2023,01,02,KDOX
2023,01,02,KDTX
2023,01,02,KDVN
2023,01,02,KDYX
2023,01,02,KEAX
2023,01,02,KEMX
2023,01,02,KENX
2023,01,02,KEOX
2023,01,02,KEPZ
2023,01,02,KESX
2023,01,02,KEVX
2023,01,02,KEWX
2023,01,02,KEYX
2023,01,02,KFCX
2023,01,02,KFDR
2023,01,02,KFDX
2023,01,02,KFFC
2023,01,02,KFSD
2023,01,02,KFSX
2023,01,02,KFTG
2023,01,02,KFWS
2023,01,02,KGGW
2023,01,02,KGJX
2023,01,02,KGLD
2023,01,02,KGRK
2023,01,02,KGRR
2023,01,02,KGWX
2023,01,02,KGYX
2023,01,02,KHDX
2023,01,02,KHGX
2023,01,02,KHNX
2023,01,02,KHTX
2023,01,02,KICT
2023,01,02,KICX
2023,01,02,KILN
2023,01,02,KILX
2023,01,02,KIND
2023,01,02,KINX
2023,01,02,KIWA
2023,01,02,KIWX
2023,01,02,KJAX
2023,01,02,KJGX
2023,01,02,KJKL
2023,01,02,KLBB
2023,01,02,KLCH
2023,01,02,KLGX
2023,01,02,KLIX
2023,01,02,KLNX
2023,01,02,KLOT
2023,01,02,KLRX
2023,01,02,KLSX
2023,01,02,KLTX
2023,01,02,KLVX
2023,01,02,KLWX
2023,01,02,KLZK
2023,01,02,KMAF
2023,01,02,KMAX
2023,01,02,KMBX
2023,01,02,KMHX
2023,01,02,KMKX
2023,01,02,KMLB
2023,01,02,KMOB
2023,01,02,KMPX
2023,01,02,KMQT
2023,01,02,KMRX
2023,01,02,KMSX
2023,01,02,KMTX
2023,01,02,KMUX
2023,01,02,KMVX
2023,01,02,KMXX
2023,01,02,KNKX
2023,01,02,KNQA
2023,01,02,KOAX
2023,01,02,KOHX
2023,01,02,KOKX
2023,01,02,KOTX
2023,01,02,KPAH
2023,01,02,KPBZ
2023,01,02,KPDT
2023,01,02,KPOE
2023,01,02,KPUX
2023,01,02,KRAX
2023,01,02,KRGX
2023,01,02,KRIW
2023,01,02,KRLX
2023,01,02,KRTX
2023,01,02,KSFX
2023,01,02,KSGF
2023,01,02,KSHV
2023,01,02,KSJT
2023,01,02,KSOX
2023,01,02,KSRX
2023,01,02,KTBW
2023,01,02,KTFX
2023,01,02,KTLH
2023,01,02,KTLX
2023,01,02,KTWX
2023,01,02,KTYX
2023,01,02,KUDX
2023,01,02,KUEX
2023,01,02,KVAX
2023,01,02,KVBX
2023,01,02,KVNX
2023,01,02,KVTX
2023,01,02,KVWX
2023,01,02,KYUX
2023,01,02,PACG
2023,01,02,PAEC
2023,01,02,PAHG
2023,01,02,PAKC
2023,01,02,PAPD
2023,01,02,PGUA
2023,01,02,PHKI
2023,01,02,PHKM
2023,01,02,PHMO
2023,01,02,PHWA
2023,01,02,RKJK
2023,01,02,RODN
2023,01,02,TADW
2023,01,02,TATL
2023,01,02,TBNA
2023,01,02,TBOS
2023,01,02,TBWI
2023,01,02,TCLT
2023,01,02,TCVG
2023,01,02,TDAL
2023,01,02,TDAY
2023,01,02,TDCA
2023,01,02,TDEN
2023,01,02,TDTW
2023,01,02,TEWR
2023,01,02,TFLL
2023,01,02,THOU
2023,01,02,TIAD
2023,01,02,TIAH
2023,01,02,TICH
2023,01,02,TIDS
2023,01,02,TJFK
2023,01,02,TJUA
2023,01,02,TLAS
2023,01,02,TLVE
2023,01,02,TMCI
2023,01,02,TMCO
2023,01,02,TMDW
2023,01,02,TMEM
2023,01,02,TMIA
2023,01,02,TMKE
2023,01,02,TMSP
2023,01,02,TOKC
2023,01,02,TORD
2023,01,02,TPHL
2023,01,02,TPHX
2023,01,02,TPIT
2023,01,02,TRDU
2023,01,02,TSDF
2023,01,02,TSJU
2023,01,02,TSLC
2023,01,02,TSTL
2023,01,02,TTPA
2023,01,02,TTUL
2023,01,03,FOP1
2023,01,03,KABR
2023,01,03,KABX
2023,01,03,KAKQ
2023,01,03,KAMA
2023,01,03,KAMX
2023,01,03,KAPX
2023,01,03,KARX
2023,01,03,KATX
2023,01,03,KBBX
2023,01,03,KBGM
2023,01,03,KBHX
2023,01,03,KBIS
2023,01,03,KBLX
2023,01,03,KBMX
2023,01,03,KBOX
2023,01,03,KBRO
2023,01,03,KBUF
2023,01,03,KBYX
2023,01,03,KCAE
2023,01,03,KCBW
2023,01,03,KCBX
2023,01,03,KCCX
2023,01,03,KCLE
2023,01,03,KCLX
2023,01,03,KCRP
2023,01,03,KCXX
2023,01,03,KCYS
2023,01,03,KDAX
2023,01,03,KDDC
2023,01,03,KDFX
2023,01,03,KDGX
2023,01,03,KDIX
2023,01,03,KDLH
2023,01,03,KDMX
2023,01,03,KDOX
2023,01,03,KDTX
2023,01,03,KDVN
2023,01,03,KDYX
2023,01,03,KEAX
2023,01,03,KEMX
2023,01,03,KENX
2023,01,03,KEOX
2023,01,03,KEPZ
2023,01,03,KESX
2023,01,03,KEVX
2023,01,03,KEWX
2023,01,03,KEYX
2023,01,03,KFCX
2023,01,03,KFDR
2023,01,03,KFDX
2023,01,03,KFFC
2023,01,03,KFSD
2023,01,03,KFSX
2023,01,03,KFTG
2023,01,03,KFWS
2023,01,03,KGGW
2023,01,03,KGJX
2023,01,03,KGLD
2023,01,03,KGRB
2023,01,03,KGRK
2023,01,03,KGRR
2023,01,03,KGWX
2023,01,03,KGYX
2023,01,03,KHDX
2023,01,03,KHGX
2023,01,03,KHNX
2023,01,03,KHTX
2023,01,03,KICT
2023,01,03,KICX
2023,01,03,KILN
2023,01,03,KILX
2023,01,03,KIND
2023,01,03,KINX
2023,01,03,KIWA
2023,01,03,KIWX
2023,01,03,KJAX
2023,01,03,KJGX
2023,01,03,KJKL
2023,01,03,KLBB
2023,01,03,KLCH
2023,01,03,KLGX
2023,01,03,KLIX
2023,01,03,KLNX
2023,01,03,KLOT
2023,01,03,KLRX
2023,01,03,KLSX
2023,01,03,KLTX
2023,01,03,KLVX
2023,01,03,KLWX
2023,01,03,KLZK
2023,01,03,KMAF
2023,01,03,KMAX
2023,01,03,KMBX
2023,01,03,KMHX
2023,01,03,KMKX
2023,01,03,KMLB
2023,01,03,KMOB
2023,01,03,KMPX
2023,01,03,KMQT
2023,01,03,KMRX
2023,01,03,KMSX
2023,01,03,KMTX
2023,01,03,KMUX
2023,01,03,KMVX
2023,01,03,KMXX
2023,01,03,KNKX
2023,01,03,KNQA
2023,01,03,KOAX
2023,01,03,KOHX
2023,01,03,KOKX
2023,01,03,KOTX
2023,01,03,KPAH
2023,01,03,KPBZ
2023,01,03,KPDT
2023,01,03,KPOE
2023,01,03,KPUX
2023,01,03,KRAX
2023,01,03,KRGX
2023,01,03,KRIW
2023,01,03,KRLX
2023,01,03,KRTX
2023,01,03,KSFX
2023,01,03,KSGF
2023,01,03,KSHV
2023,01,03,KSJT
2023,01,03,KSOX
2023,01,03,KSRX
2023,01,03,KTBW
2023,01,03,KTFX
2023,01,03,KTLH
2023,01,03,KTLX
2023,01,03,KTWX
2023,01,03,KTYX
2023,01,03,KUDX
2023,01,03,KUEX
2023,01,03,KVAX
2023,01,03,KVBX
2023,01,03,KVNX
2023,01,03,KVTX
2023,01,03,KVWX
2023,01,03,KYUX
2023,01,03,PACG
2023,01,03,PAEC
2023,01,03,PAHG
2023,01,03,PAKC
2023,01,03,PAPD
2023,01,03,PGUA
2023,01,03,PHKI
2023,01,03,PHKM
2023,01,03,PHMO
2023,01,03,PHWA
2023,01,03,RKJK
2023,01,03,RODN
2023,01,03,TADW
2023,01,03,TATL
2023,01,03,TBNA
2023,01,03,TBOS
2023,01,03,TBWI
2023,01,03,TCLT
2023,01,03,TCMH
2023,01,03,TCVG
2023,01,03,TDAL
2023,01,03,TDAY
2023,01,03,TDCA
2023,01,03,TDEN
2023,01,03,TDFW
2023,01,03,TDTW
2023,01,03,TEWR
2023,01,03,TFLL
2023,01,03,THOU
2023,01,03,TIAD
2023,01,03,TIAH
2023,01,03,TICH
2023,01,03,TIDS
2023,01,03,TJFK
2023,01,03,TJUA
2023,01,03,TLAS
2023,01,03,TLVE
2023,01,03,TMCI
2023,01,03,TMCO
2023,01,03,TMDW
2023,01,03,TMEM
2023,01,03,TMIA
2023,01,03,TMKE
2023,01,03,TMSP
2023,01,03,TOKC
2023,01,03,TORD
2023,01,03,TPBI
2023,01,03,TPHL
2023,01,03,TPHX
2023,01,03,TPIT
2023,01,03,TRDU
2023,01,03,TSDF
2023,01,03,TSJU
2023,01,03,TSLC
2023,01,03,TSTL
2023,01,03,TTPA
2023,01,03,TTUL
2023,01,04,FOP1
2023,01,04,KABR
2023,01,04,KABX
2023,01,04,KAKQ
2023,01,04,KAMA
2023,01,04,KAMX
2023,01,04,KAPX
2023,01,04,KARX
2023,01,04,KATX
2023,01,04,KBBX
2023,01,04,KBGM
2023,01,04,KBHX
2023,01,04,KBIS
2023,01,04,KBLX
2023,01,04,KBMX
2023,01,04,KBOX
2023,01,04,KBRO
2023,01,04,KBUF
2023,01,04,KBYX
2023,01,04,KCAE
2023,01,04,KCBW
2023,01,04,KCBX
2023,01,04,KCCX
2023,01,04,KCLE
2023,01,04,KCLX
2023,01,04,KCRP
2023,01,04,KCXX
2023,01,04,KCYS
2023,01,04,KDAX
2023,01,04,KDDC
2023,01,04,KDFX
2023,01,04,KDGX
2023,01,04,KDIX
2023,01,04,KDLH
2023,01,04,KDMX
2023,01,04,KDOX
2023,01,04,KDTX
2023,01,04,KDVN
2023,01,04,KDYX
2023,01,04,KEAX
2023,01,04,KEMX
2023,01,04,KENX
2023,01,04,KEOX
2023,01,04,KEPZ
2023,01,04,KESX
2023,01,04,KEVX
2023,01,04,KEWX
2023,01,04,KEYX
2023,01,04,KFCX
2023,01,04,KFDR
2023,01,04,KFDX
2023,01,04,KFFC
2023,01,04,KFSD
2023,01,04,KFSX
2023,01,04,KFTG
2023,01,04,KFWS
2023,01,04,KGGW
2023,01,04,KGJX
2023,01,04,KGLD
2023,01,04,KGRB
2023,01,04,KGRK
2023,01,04,KGRR
2023,01,04,KGWX
2023,01,04,KGYX
2023,01,04,KHDX
2023,01,04,KHGX
2023,01,04,KHNX
2023,01,04,KHTX
2023,01,04,KICT
2023,01,04,KICX
2023,01,04,KILN
2023,01,04,KILX
2023,01,04,KIND
2023,01,04,KINX
2023,01,04,KIWA
2023,01,04,KIWX
2023,01,04,KJAX
2023,01,04,KJGX
2023,01,04,KJKL
2023,01,04,KLBB
2023,01,04,KLCH
2023,01,04,KLGX
2023,01,04,KLIX
2023,01,04,KLNX
2023,01,04,KLOT
2023,01,04,KLRX
2023,01,04,KLSX
2023,01,04,KLVX
2023,01,04,KLWX
2023,01,04,KLZK
2023,01,04,KMAF
2023,01,04,KMAX
2023,01,04,KMBX
2023,01,04,KMHX
2023,01,04,KMKX
2023,01,04,KMLB
2023,01,04,KMOB
2023,01,04,KMPX
2023,01,04,KMQT
2023,01,04,KMRX
2023,01,04,KMSX
2023,01,04,KMTX
2023,01,04,KMUX
2023,01,04,KMVX
2023,01,04,KMXX
2023,01,04,KNKX
2023,01,04,KNQA
2023,01,04,KOAX
2023,01,04,KOHX
2023,01,04,KOKX
2023,01,04,KOTX
2023,01,04,KPAH
2023,01,04,KPBZ
2023,01,04,KPDT
2023,01,04,KPOE
2023,01,04,KPUX
2023,01,04,KRAX
2023,01,04,KRGX
2023,01,04,KRIW
2023,01,04,KRLX
2023,01,04,KRTX
2023,01,04,KSFX
2023,01,04,KSGF
2023,01,04,KSHV
2023,01,04,KSJT
2023,01,04,KSOX
2023,01,04,KSRX
2023,01,04,KTBW
2023,01,04,KTFX
2023,01,04,KTLH
2023,01,04,KTLX
2023,01,04,KTWX
2023,01,04,KTYX
2023,01,04,KUDX
2023,01,04,KUEX
2023,01,04,KVAX
2023,01,04,KVBX
2023,01,04,KVNX
2023,01,04,KVTX
2023,01,04,KVWX
2023,01,04,KYUX
2023,01,04,PACG
2023,01,04,PAEC
2023,01,04,PAHG
2023,01,04,PAKC
2023,01,04,PAPD
2023,01,04,PGUA
2023,01,04,PHKI
2023,01,04,PHKM
2023,01,04,PHMO
2023,01,04,PHWA
2023,01,04,RKJK
2023,01,04,RODN
2023,01,04,TADW
2023,01,04,TATL
2023,01,04,TBNA
2023,01,04,TBOS
2023,01,04,TBWI
2023,01,04,TCLT
2023,01,04,TCMH
2023,01,04,TCVG
2023,01,04,TDAL
2023,01,04,TDAY
2023,01,04,TDCA
2023,01,04,TDEN
2023,01,04,TDFW
2023,01,04,TDTW
2023,01,04,TEWR
2023,01,04,TFLL
2023,01,04,THOU
2023,01,04,TIAD
2023,01,04,TIAH
2023,01,04,TICH
2023,01,04,TIDS
2023,01,04,TJFK
2023,01,04,TJUA
2023,01,04,TLAS
2023,01,04,TLVE
2023,01,04,TMCI
2023,01,04,TMCO
2023,01,04,TMDW
2023,01,04,TMEM
2023,01,04,TMIA
2023,01,04,TMKE
2023,01,04,TMSP
2023,01,04,TMSY
2023,01,04,TOKC
2023,01,04,TORD
2023,01,04,TPBI
2023,01,04,TPHL
2023,01,04,TPHX
2023,01,04,TPIT
2023,01,04,TRDU
2023,01,04,TSDF
2023,01,04,TSJU
2023,01,04,TSLC
2023,01,04,TSTL
2023,01,04,TTPA
2023,01,04,TTUL
2023,01,05,FOP1
2023,01,05,KABR
2023,01,05,KABX
2023,01,05,KAKQ
2023,01,05,KAMA
2023,01,05,KAMX
2023,01,05,KAPX
2023,01,05,KARX
2023,01,05,KATX
2023,01,05,KBBX
2023,01,05,KBGM
2023,01,05,KBHX
2023,01,05,KBIS
2023,01,05,KBLX
2023,01,05,KBMX
2023,01,05,KBOX
2023,01,05,KBRO
2023,01,05,KBUF
2023,01,05,KBYX
2023,01,05,KCAE
2023,01,05,KCBW
2023,01,05,KCBX
2023,01,05,KCCX
2023,01,05,KCLE
2023,01,05,KCLX
2023,01,05,KCRP
2023,01,05,KCXX
2023,01,05,KCYS
2023,01,05,KDAX
2023,01,05,KDDC
2023,01,05,KDFX
2023,01,05,KDGX
2023,01,05,KDIX
2023,01,05,KDLH
2023,01,05,KDMX
2023,01,05,KDOX
2023,01,05,KDTX
2023,01,05,KDVN
2023,01,05,KDYX
2023,01,05,KEAX
2023,01,05,KEMX
2023,01,05,KENX
2023,01,05,KEOX
2023,01,05,KEPZ
2023,01,05,KESX
2023,01,05,KEVX
2023,01,05,KEWX
2023,01,05,KEYX
2023,01,05,KFCX
2023,01,05,KFDR
2023,01,05,KFDX
2023,01,05,KFFC
2023,01,05,KFSD
2023,01,05,KFSX
2023,01,05,KFTG
2023,01,05,KFWS
2023,01,05,KGGW
2023,01,05,KGJX
2023,01,05,KGLD
2023,01,05,KGRB
2023,01,05,KGRK
2023,01,05,KGRR
2023,01,05,KGWX
2023,01,05,KGYX
2023,01,05,KHDX
2023,01,05,KHGX
2023,01,05,KHNX
2023,01,05,KHTX
2023,01,05,KICT
2023,01,05,KICX
2023,01,05,KILN
2023,01,05,KILX
2023,01,05,KIND
2023,01,05,KINX
2023,01,05,KIWA
2023,01,05,KIWX
2023,01,05,KJAX
2023,01,05,KJGX
2023,01,05,KJKL
2023,01,05,KLBB
2023,01,05,KLCH
2023,01,05,KLGX
2023,01,05,KLNX
2023,01,05,KLOT
2023,01,05,KLRX
2023,01,05,KLSX
2023,01,05,KLVX
2023,01,05,KLWX
2023,01,05,KLZK
2023,01,05,KMAF
2023,01,05,KMAX
2023,01,05,KMBX
2023,01,05,KMHX
2023,01,05,KMKX
2023,01,05,KMLB
2023,01,05,KMOB
2023,01,05,KMPX
2023,01,05,KMQT
2023,01,05,KMRX
2023,01,05,KMSX
2023,01,05,KMTX
2023,01,05,KMUX
2023,01,05,KMVX
2023,01,05,KMXX
2023,01,05,KNKX
2023,01,05,KNQA
2023,01,05,KOAX
2023,01,05,KOHX
2023,01,05,KOKX
2023,01,05,KOTX
2023,01,05,KPAH
2023,01,05,KPBZ
2023,01,05,KPDT
2023,01,05,KPOE
2023,01,05,KPUX
2023,01,05,KRAX
2023,01,05,KRGX
2023,01,05,KRIW
2023,01,05,KRLX
2023,01,05,KRTX
2023,01,05,KSFX
2023,01,05,KSGF
2023,01,05,KSHV
2023,01,05,KSJT
2023,01,05,KSOX
2023,01,05,KSRX
2023,01,05,KTBW
2023,01,05,KTFX
2023,01,05,KTLH
2023,01,05,KTLX
2023,01,05,KTWX
2023,01,05,KTYX
2023,01,05,KUDX
2023,01,05,KUEX
2023,01,05,KVAX
2023,01,05,KVBX
2023,01,05,KVNX
2023,01,05,KVTX
2023,01,05,KVWX
2023,01,05,KYUX
2023,01,05,PACG
2023,01,05,PAEC
2023,01,05,PAHG
2023,01,05,PAKC
2023,01,05,PAPD
2023,01,05,PGUA
2023,01,05,PHKI
2023,01,05,PHKM
2023,01,05,PHMO
2023,01,05,PHWA
2023,01,05,RKJK
2023,01,05,RODN
2023,01,05,TADW
2023,01,05,TATL
2023,01,05,TBNA
2023,01,05,TBOS
2023,01,05,TBWI
2023,01,05,TCLT
2023,01,05,TCMH
2023,01,05,TCVG
2023,01,05,TDAL
2023,01,05,TDAY
2023,01,05,TDCA
2023,01,05,TDEN
2023,01,05,TDFW
2023,01,05,TDTW
2023,01,05,TEWR
2023,01,05,TFLL
2023,01,05,THOU
2023,01,05,TIAD
2023,01,05,TIAH
2023,01,05,TICH
2023,01,05,TIDS
2023,01,05,TJFK
2023,01,05,TJUA
2023,01,05,TLAS
2023,01,05,TLVE
2023,01,05,TMCI
2023,01,05,TMCO
2023,01,05,TMDW
2023,01,05,TMEM
2023,01,05,TMIA
2023,01,05,TMKE
2023,01,05,TMSP
2023,01,05,TMSY
2023,01,05,TOKC
2023,01,05,TORD
2023,01,05,TPBI
2023,01,05,TPHL
2023,01,05,TPHX
2023,01,05,TPIT
2023,01,05,TRDU
2023,01,05,TSDF
2023,01,05,TSJU
2023,01,05,TSLC
2023,01,05,TSTL
2023,01,05,TTPA
2023,01,05,TTUL
2023,01,06,FOP1
2023,01,06,KABR
2023,01,06,KABX
2023,01,06,KAKQ
2023,01,06,KAMA
2023,01,06,KAMX
2023,01,06,KAPX
2023,01,06,KARX
2023,01,06,KATX
2023,01,06,KBBX
2023,01,06,KBGM
2023,01,06,KBHX
2023,01,06,KBIS
2023,01,06,KBLX
2023,01,06,KBMX
2023,01,06,KBOX
2023,01,06,KBRO
2023,01,06,KBUF
2023,01,06,KBYX
2023,01,06,KCAE
2023,01,06,KCBW
2023,01,06,KCBX
2023,01,06,KCCX
2023,01,06,KCLE
2023,01,06,KCLX
2023,01,06,KCRP
2023,01,06,KCXX
2023,01,06,KCYS
2023,01,06,KDAX
2023,01,06,KDDC
2023,01,06,KDFX
2023,01,06,KDGX
2023,01,06,KDIX
2023,01,06,KDLH
2023,01,06,KDMX
2023,01,06,KDOX
2023,01,06,KDTX
2023,01,06,KDVN
2023,01,06,KDYX
2023,01,06,KEAX
2023,01,06,KEMX
2023,01,06,KENX
2023,01,06,KEOX
2023,01,06,KEPZ
2023,01,06,KESX
2023,01,06,KEVX
2023,01,06,KEWX
2023,01,06,KEYX
2023,01,06,KFCX
2023,01,06,KFDR
2023,01,06,KFDX
2023,01,06,KFFC
2023,01,06,KFSD
2023,01,06,KFSX
2023,01,06,KFTG
2023,01,06,KFWS
2023,01,06,KGGW
2023,01,06,KGJX
2023,01,06,KGLD
2023,01,06,KGRB
2023,01,06,KGRK
2023,01,06,KGRR
2023,01,06,KGWX
2023,01,06,KGYX
2023,01,06,KHDX
2023,01,06,KHGX
2023,01,06,KHNX
2023,01,06,KHTX
2023,01,06,KICT
2023,01,06,KICX
2023,01,06,KILN
2023,01,06,KILX
2023,01,06,KIND
2023,01,06,KINX
2023,01,06,KIWA
2023,01,06,KIWX
2023,01,06,KJAX
2023,01,06,KJGX
2023,01,06,KJKL
2023,01,06,KLBB
2023,01,06,KLCH
2023,01,06,KLGX
2023,01,06,KLNX
2023,01,06,KLOT
2023,01,06,KLRX
2023,01,06,KLSX
2023,01,06,KLVX
2023,01,06,KLWX
2023,01,06,KLZK
2023,01,06,KMAF
2023,01,06,KMAX
2023,01,06,KMBX
2023,01,06,KMHX
2023,01,06,KMKX
2023,01,06,KMLB
2023,01,06,KMOB
2023,01,06,KMPX
2023,01,06,KMQT
2023,01,06,KMRX
2023,01,06,KMSX
2023,01,06,KMTX
2023,01,06,KMUX
2023,01,06,KMVX
2023,01,06,KMXX
2023,01,06,KNKX
2023,01,06,KNQA
2023,01,06,KOAX
2023,01,06,KOHX
2023,01,06,KOKX
2023,01,06,KOTX
2023,01,06,KPAH
2023,01,06,KPBZ
2023,01,06,KPDT
2023,01,06,KPOE
2023,01,06,KPUX
2023,01,06,KRAX
2023,01,06,KRGX
2023,01,06,KRIW
2023,01,06,KRLX
2023,01,06,KRTX
2023,01,06,KSFX
2023,01,06,KSGF
2023,01,06,KSHV
2023,01,06,KSJT
2023,01,06,KSOX
2023,01,06,KSRX
2023,01,06,KTBW
2023,01,06,KTFX
2023,01,06,KTLH
2023,01,06,KTLX
2023,01,06,KTWX
2023,01,06,KTYX
2023,01,06,KUDX
2023,01,06,KUEX
2023,01,06,KVAX
2023,01,06,KVBX
2023,01,06,KVNX
2023,01,06,KVTX
2023,01,06,KVWX
2023,01,06,KYUX
2023,01,06,PACG
2023,01,06,PAEC
2023,01,06,PAHG
2023,01,06,PAIH
2023,01,06,PAKC
2023,01,06,PAPD
2023,01,06,PGUA
2023,01,06,PHKI
2023,01,06,PHKM
2023,01,06,PHMO
2023,01,06,PHWA
2023,01,06,RKJK
2023,01,06,RODN
2023,01,06,TADW
2023,01,06,TATL
2023,01,06,TBNA
2023,01,06,TBOS
2023,01,06,TBWI
2023,01,06,TCLT
2023,01,06,TCMH
2023,01,06,TCVG
2023,01,06,TDAL
2023,01,06,TDAY
2023,01,06,TDCA
2023,01,06,TDEN
2023,01,06,TDFW
2023,01,06,TDTW
2023,01,06,TEWR
2023,01,06,TFLL
2023,01,06,THOU
2023,01,06,TIAD
2023,01,06,TIAH
2023,01,06,TICH
2023,01,06,TIDS
2023,01,06,TJFK
2023,01,06,TJUA
2023,01,06,TLAS
2023,01,06,TLVE
2023,01,06,TMCI
2023,01,06,TMCO
2023,01,06,TMDW
2023,01,06,TMEM
2023,01,06,TMIA
